STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT07,WT08
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/13/2020,0.6,,2,0,0,,13.3,10,250,270,4.5,5.8,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/14/2020,1.6,,0,0,0,,16.1,11.7,270,270,5.8,6.7,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/15/2020,2,,0,,0,,16.7,9.4,270,290,6.3,8.1,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/16/2020,2.7,,4.6,,0,,17.8,9.4,180,190,7.6,10.3,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/17/2020,1.6,,0.8,,0,,15.6,6.7,270,270,6.3,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/18/2020,2.6,,0,,0,,13.9,3.9,240,130,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/19/2020,1.5,,6.4,,0,,15,7.8,270,270,8.1,10.7,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/20/2020,1.1,,0.3,,0,,17.8,7.8,250,250,4,4.9,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/21/2020,1.7,,0,0,0,,19.4,7.8,270,280,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/22/2020,2,,11.4,,0,,21.1,7.8,270,270,7.2,8.9,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/23/2020,3.2,,12.4,0,0,,18.3,10.6,270,270,7.2,9.8,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/24/2020,2.7,,0,0,0,,18.3,10,270,270,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/25/2020,2.9,,0,0,0,,17.8,9.4,250,230,8.9,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/26/2020,3.6,,0,0,0,,16.1,6.1,230,240,10.3,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/27/2020,2.6,,0,0,0,,17.8,5,270,250,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/28/2020,2,,0,0,0,,19.4,4.4,260,250,7.2,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/29/2020,2.4,,0,0,0,,19.4,6.7,260,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/30/2020,1.5,,0,0,0,,23.3,7.8,270,250,6.3,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",3/31/2020,1.4,,0,0,0,,26.1,10,270,270,6.3,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/1/2020,2.1,,0,0,0,,23.9,11.1,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/2/2020,1.7,,0,0,0,,21.1,12.8,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/3/2020,2.4,,0,0,0,,21.1,10.6,270,280,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/4/2020,2.1,,0,0,0,,20.6,11.1,270,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/5/2020,1.8,,0,0,0,,16.7,11.7,280,260,6.3,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/6/2020,1.6,,25.1,0,0,,13.9,10.6,250,140,6.3,8.1,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/7/2020,2.3,,7.9,0,0,,15.6,10,120,140,8.9,11.6,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/8/2020,2.6,,3.3,,0,,16.7,8.9,250,240,8.1,9.8,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/9/2020,2.1,,18,,0,,12.2,8.9,110,120,5.4,6.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/10/2020,2.7,,12.4,,0,,15.6,8.3,110,120,7.2,9.4,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/11/2020,1.8,,0,0,0,,20.6,8.3,270,280,6.3,9.4,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/12/2020,1.7,,0.5,0,0,,16.7,11.7,270,270,4.5,7.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/13/2020,1.7,,0,0,0,,17.2,11.1,270,270,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/14/2020,2.4,,0,0,0,,26.7,9.4,10,40,7.6,12.1,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/15/2020,2.6,,0,0,0,,27.8,7.8,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/16/2020,1.8,,0,0,0,,25,10,270,270,7.2,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/17/2020,2.1,,0,0,0,,20.6,9.4,260,270,9.4,12.1,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/18/2020,2.9,,0,0,0,,17.8,11.7,270,280,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/19/2020,2.7,,0,0,0,,19.4,11.7,270,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/20/2020,2.2,,0,0,0,,20,12.2,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/21/2020,3.1,,0,0,0,,23.3,11.7,270,270,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/22/2020,2.2,,0,0,0,,30.6,10,250,250,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/23/2020,1.8,,0,0,0,,32.8,12.8,270,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/24/2020,2.1,,0,0,0,,37.2,15,260,10,6.7,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/25/2020,2.1,,0,0,0,,34.4,15.6,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/26/2020,2.2,,0,0,0,,32.8,15.6,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/27/2020,1.9,,0,0,0,,30,13.9,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/28/2020,2.2,,0,0,0,,32.2,15.6,270,250,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/29/2020,2.5,,0,0,0,,30.6,15,270,270,8.1,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",4/30/2020,2.3,,0,0,0,,29.4,15.6,270,270,7.6,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/1/2020,2.1,,0,0,0,,27.8,14.4,270,270,7.2,8.9,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/2/2020,2.2,,0,0,0,,27.8,13.3,270,250,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/3/2020,2.3,,0,0,0,,27.8,12.8,270,260,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/4/2020,1.7,,0,0,0,,32.2,12.2,260,260,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/5/2020,2.4,,0,0,0,,36.1,14.4,270,280,7.2,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/6/2020,1.9,,0,0,0,,36.7,14.4,260,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/7/2020,2,,0,0,0,,37.2,16.7,270,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/8/2020,2.7,,0,0,0,,33.9,16.7,270,270,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/9/2020,2.6,,0,0,0,,30,15,270,270,7.6,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/10/2020,3.1,,0,0,0,,28.3,14.4,270,270,8.9,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/11/2020,2.7,,0,0,0,,27.2,13.3,270,250,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/12/2020,3.5,,0,0,0,,24.4,12.8,250,270,9.8,13,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/13/2020,2.2,,0,0,0,,24.4,12.2,270,270,7.2,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/14/2020,2.2,,0,0,0,,26.7,11.7,270,240,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/15/2020,2.2,,0,0,0,,28.3,12.8,270,270,6.7,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/16/2020,2.2,,0,0,0,,31.1,15,270,270,8.9,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/17/2020,2.9,,0,0,0,,29.4,14.4,270,270,9.8,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/18/2020,3.7,,0,0,0,,22.8,14.4,260,260,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/19/2020,2.6,,0,0,0,,22.8,12.2,250,280,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/20/2020,2.2,,0,0,0,,26.7,10.6,270,250,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/21/2020,2.3,,0,0,0,,32.2,12.2,270,270,8.1,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/22/2020,2.1,,0,0,0,,28.3,12.8,270,270,9.4,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/23/2020,2.5,,0,0,0,,26.7,13.3,260,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/24/2020,2.3,,0,0,0,,31.7,12.8,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/25/2020,2.2,,0,0,0,,33.9,13.9,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/26/2020,2.3,,0,0,0,,36.1,16.7,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/27/2020,2.6,,0,0,0,,35.6,16.1,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/28/2020,2.6,,0,0,0,,31.1,14.4,270,260,7.6,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/29/2020,3.3,,0,0,0,,26.7,15.6,250,250,9.4,11.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/30/2020,3,,0,0,0,,27.8,15,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",5/31/2020,2.2,,0,0,0,,30.6,13.3,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/1/2020,2.1,,0,0,0,,32.8,14.4,270,270,7.2,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/2/2020,2.1,,0,0,0,,31.7,16.7,270,280,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/3/2020,2.8,,0,0,0,,38.3,18.9,250,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/4/2020,3.1,,0,0,0,,31.1,16.7,270,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/5/2020,3.9,,0,0,0,,23.3,15.6,260,270,8.1,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/6/2020,3.4,,0,0,0,,23.9,14.4,250,280,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/7/2020,2.7,,0,0,0,,26.1,13.9,270,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/8/2020,4.3,,0,0,0,,31.1,10.6,20,20,10.3,15.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/9/2020,2.7,,0,0,0,,37.2,12.8,270,250,9.4,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/10/2020,2.8,,0,0,0,,38.9,17.2,270,270,9.8,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/11/2020,2.7,,0,0,0,,36.7,16.7,260,260,9.8,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/12/2020,2.9,,0,0,0,,31.1,15,270,270,9.8,13,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/13/2020,2.8,,0,0,0,,28.3,13.9,270,270,8.9,11.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/14/2020,2.2,,0,0,0,,30,13.9,260,260,8.9,12.1,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/15/2020,3,,0,0,0,,31.1,15.6,270,280,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/16/2020,2.9,,0,0,0,,27.2,15,270,260,8.1,10.3,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/17/2020,2.8,,0,0,0,,26.7,16.1,250,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/18/2020,3,,0,0,0,,25.6,15,270,260,7.2,9.4,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/19/2020,3,,0,0,0,,29.4,15,260,270,8.1,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/20/2020,2.3,,0,0,0,,28.3,15.6,270,270,7.6,9.4,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/21/2020,2.8,,0,0,0,,29.4,15.6,270,280,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/22/2020,2.4,,0,0,0,,33.3,15,270,270,8.9,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/23/2020,2.8,,0,0,0,,32.8,16.1,280,270,7.2,9.4,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/24/2020,3.1,,0,0,0,,33.9,16.7,270,270,9.4,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/25/2020,2.6,,0,0,0,,31.7,16.7,270,270,8.9,11.2,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/26/2020,2.7,,0,0,0,,32.8,15.6,270,270,8.1,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/27/2020,3.2,,0,0,0,,32.2,16.7,260,260,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/28/2020,3.5,,0,0,0,,25.6,16.7,270,270,8.9,11.6,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/29/2020,3.1,,0,0,0,,26.1,15.6,260,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/30/2020,3,,0,0,0,,29.4,15,270,270,8.9,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/1/2020,2.6,,0,0,0,,27.8,15.6,270,270,7.2,9.4,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/2/2020,2.6,,0,0,0,,30.6,15.6,270,270,8.9,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/3/2020,2.1,,0,0,0,,35.6,15,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/4/2020,2.6,,0,0,0,,34.4,18.3,270,250,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/5/2020,2.2,,0,0,0,,37.8,17.8,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/6/2020,2.2,,0,0,0,,37.8,17.8,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/7/2020,2.5,,0,0,0,,35,17.2,270,260,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/8/2020,2.6,,0,0,0,,33.9,17.2,270,270,9.4,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/9/2020,2.8,,0,0,0,,34.4,16.1,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/10/2020,2.5,,0,0,0,,37.8,17.8,270,280,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/11/2020,2.3,,0,0,0,,40.6,21.7,270,270,9.8,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/12/2020,2.2,,0,0,0,,39.4,21.1,270,260,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/13/2020,2.2,,0,0,0,,36.1,18.9,270,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/14/2020,3.2,,0,0,0,,32.2,17.2,270,270,9.8,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/15/2020,2.8,,0,0,0,,32.8,17.2,270,270,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/16/2020,3.4,,0,0,0,,32.2,15.6,260,260,8.1,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/17/2020,2.6,,0,0,0,,33.3,17.2,270,270,8.9,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/18/2020,2.8,,0,0,0,,34.4,17.2,270,270,7.6,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/19/2020,2.2,,0,0,0,,34.4,16.7,260,260,7.2,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/20/2020,2.6,,0,0,0,,32.8,17.2,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/21/2020,2.8,,0,0,0,,33.3,17.2,270,270,8.1,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/22/2020,3.3,,0,0,0,,30.6,15.6,270,270,8.9,12.1,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/23/2020,2.5,,0,0,0,,28.9,15,270,270,7.2,8.9,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/24/2020,3.1,,0,0,0,,30.6,14.4,270,270,8.1,10.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/25/2020,2.8,,0,0,0,,33.3,15,260,250,9.4,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/26/2020,2.8,,0,0,0,,36.1,16.7,270,270,9.8,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/27/2020,2.6,,0,0,0,,32.2,17.2,260,270,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/28/2020,2.5,,0,0,0,,33.3,15,270,280,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/29/2020,2,,0,0,0,,35,16.1,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/30/2020,1.7,,0,0,0,,39.4,17.2,270,270,8.1,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/31/2020,2.5,,0,0,0,,41.7,22.2,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/1/2020,2.1,,0,0,0,,39.4,20.6,270,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/2/2020,2.3,,0,0,0,,37.2,19.4,270,280,9.8,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/3/2020,2.2,,0,0,0,,35.6,17.8,280,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/4/2020,3.4,,0,0,0,,31.7,16.7,270,270,8.1,10.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/5/2020,2.8,,0,0,0,,30.6,17.2,270,320,8.1,13,1,,,,1
